rent,rooms,bathrooms,sqft,address
"$220,000",3 beds,3 beds,"2,658","5027 Ridge Manor Dr, Houston, TX 77053"
"$214,900",4 beds,4 beds,"4,640","5801 Lumberdale Rd #165, Houston, TX 77092"
"$895,000",6 beds,6 beds,"2,040","5503 Honor Dr, Houston, TX 77041"
"$272,000",5 beds,5 beds,"6,380","1134 Reedpoint Dr, Houston, TX 77090"
"$185,000",3 beds,3 beds,"2,604","7225 Ashburn St, Houston, TX 77061"
"$1,575,000",4 beds,4 beds,"7,548","1906 Swift Blvd, Houston, TX 77030"
"$649,900",4 beds,4 beds,"2,948","1927 Nocturne Ln, Houston, TX 77043"
"$255,000",2 beds,2 beds,0.30,"5115 Del Monte Dr #2, Houston, TX 77056"
"$259,990",3 beds,3 beds,"1,721","12002 Sabine Woods Trl, Houston, TX 77038"
"$210,000",4 beds,4 beds,0.26,"11014 Kirkmead Dr, Houston, TX 77089"
"$699,000",4 beds,4 beds,"1,274","8526 Bright Grove Ct, Houston, TX 77095"
"$398,000",4 beds,4 beds,0.58,"718 Trademark Pl, Houston, TX 77079"
"$249,990",3 beds,3 beds,"1,348","17918 Wolf Hollow Dr, Houston, TX 77084"
"$205,000",4 beds,4 beds,"6,710","4922 Paradise Ln, Houston, TX 77048"
"$395,000",3 beds,3 beds,"2,055","2909 Caroline St, Houston, TX 77004"
"$395,000",3 beds,3 beds,"1,374","1221 Morris St, Houston, TX 77009"
"$395,000",5 beds,5 beds,"5,308","16722 Wilsons Creek Ln, Houston, TX 77083"
"$355,000",3 beds,3 beds,0.26,"2922 Maple Bend Dr, Houston, TX 77345"
"$339,000",5 beds,5 beds,"2,690","13814 Fort Nelson Dr, Houston, TX 77083"
"$250,000",4 beds,4 beds,"7,475","7744 Sign St, Houston, TX 77489"
"$238,500",3 beds,3 beds,"2,256","12414 Lark Fair Ln, Houston, TX 77089"
"$390,000",2 beds,2 beds,0.62,"1918 Wentworth St, Houston, TX 77004"
"$259,900",1 bed,1 bed,"3,541","7447 Cambridge St #97, Houston, TX 77054"
"$265,000",4 beds,4 beds,"6,875","14503 Sweet Cherry Dr, Houston, TX 77069"
"$1,349,000",4 beds,4 beds,"2,410","6626 Westview Dr, Houston, TX 77055"
"$98,500",1 bed,1 bed,"9,750","9707 Richmond Ave #3, Houston, TX 77042"
"$219,800",2 beds,2 beds,980,"8705 Bryam #1803, Houston, TX 77061"
"$1,695,000",4 beds,4 beds,"3,940","415 W 31st St, Houston, TX 77018"
"$259,999",3 beds,3 beds,0.35,"12802 Marciano St, Houston, TX 77048"
"$260,000",3 beds,3 beds,"1,770","1115 Joshua Tree Ln, Houston, TX 77073"
"$320,000",4 beds,4 beds,"3,943","2415 Ferguson Way, Houston, TX 77088"
"$849,000",3 beds,3 beds,"1,499","4510 Cornish A St, Houston, TX 77007"
"$309,000",3 beds,3 beds,"5,940","5262 Ella #206, Houston, TX 77018"
"$270,000",4 beds,4 beds,"1,809","7607 Candlegreen Ln, Houston, TX 77071"
"$380,000",5 beds,5 beds,"2,500","6207 Paddle Wheel Dr, Katy, TX 77449"
"$225,000",3 beds,3 beds,"2,697","4227 Hawk Meadow Dr, Katy, TX 77449"
"$230,000",3 beds,3 beds,"3,074","15511 Falling Limb Ct, Houston, TX 77049"
"$2,499,999",5 beds,5 beds,"1,450","107 Fawnlake Dr, Houston, TX 77079"
"$889,000",5 beds,5 beds,"2,301","14026 Barryknoll Ln, Houston, TX 77079"
"$95,000",1 bed,1 bed,"9,950","5206 Arboles Dr Unit B3, Houston, TX 77035"
"$289,500",4 beds,4 beds,"2,949","9534 Cane Creek Dr, Houston, TX 77070"
"$229,900",3 beds,3 beds,"7,597","13602 Chimney Sweep Dr, Houston, TX 77041"
"$618,000",4 beds,4 beds,"1,422","10623 Deerwood Rd, Houston, TX 77042"
"$199,900",4 beds,4 beds,"4,950","887 Darbydale Crossing Ln, Houston, TX 77090"
"$309,900",3 beds,3 beds,"1,424","1103 Bruno Pl, Houston, TX 77091"
"$2,850,000",4 beds,4 beds,"6,101","2812 Quenby Ave, West University Place, TX 77005"
"$244,500",4 beds,4 beds,"5,416","522 E Delz Dr, Houston, TX 77022"
"$1,480,000",4 beds,4 beds,0.25,"20 Crain Square Blvd, Houston, TX 77025"
"$350,000",3 beds,3 beds,"2,397","11638 Royal Oaks Vw, Houston, TX 77082"
"$338,900",3 beds,3 beds,"7,684","1614 San Sebastian Ln, Houston, TX 77058"
"$148,000",3 beds,3 beds,800,"23939 Griffin House Ln, Katy, TX 77493"
"$239,900",3 beds,3 beds,"1,833","15103 Grove Gardens Dr, Houston, TX 77082"
"$1,000,000",4 beds,4 beds,"7,480","4432 Rose St, Houston, TX 77007"
"$949,000",3 beds,3 beds,"1,273","6503 Pickens St, Houston, TX 77007"
"$615,000",3 beds,3 beds,"7,600","1622 W 24th St Unit B, Houston, TX 77008"
"$1,530,000",4 beds,4 beds,"2,308","1508 Story St, Houston, TX 77055"
"$635,000",3 beds,3 beds,"9,660","811 Beverly St, Houston, TX 77007"
"$425,000",4 beds,4 beds,"1,828","7807 Hickory Mill Ct, Houston, TX 77095"
"$230,000",3 beds,3 beds,"3,598","8614 Berndale St, Houston, TX 77029"
"$2,290,000",5 beds,5 beds,"1,670","3502 Aberdeen Way, Houston, TX 77025"
"$162,900",3 beds,3 beds,"1,705","9327 Richland Dr, Houston, TX 77078"
"$142,999",3 beds,3 beds,"4,400","9315 Oak Knoll Ln, Houston, TX 77078"
"$714,990",6 beds,6 beds,"6,090","305 W 17th St, Houston, TX 77008"
"$322,000",3 beds,3 beds,"1,196","3730 Elizabeth Ct Ct, Houston, TX 77025"
"$359,900",2 beds,2 beds,"7,015","2001 Holcombe Blvd #3003, Houston, TX 77030"
"$399,900",3 beds,3 beds,"3,912","6709 Allegheny St Unit A, Houston, TX 77021"
"$270,000",3 beds,3 beds,"1,839","12043 Longbrook Dr, Houston, TX 77099"
"$239,900",3 beds,3 beds,"1,586","7707 Westbank Ave, Houston, TX 77064"
"$315,000",4 beds,4 beds,"6,840","4323 Birchcroft Dr, Houston, TX 77088"
"$310,000",3 beds,3 beds,"2,487","10507 Eagle Glen Dr, Houston, TX 77041"
"$669,000",10 beds,10 beds,0.31,"762 Memorial Mews St, Houston, TX 77079"
"$299,900",3 beds,3 beds,"1,875","8101 Silverton Creek Ln, Houston, TX 77040"
"$485,000",3 beds,3 beds,"7,080","10015 Burgoyne Rd, Houston, TX 77042"
"$215,000",2 beds,2 beds,"4,100","2400 N Braeswood Blvd #336, Houston, TX 77030"
"$360,000",5 beds,5 beds,"6,720","14738 Briceland Springs Dr, Houston, TX 77082"
"$375,000",5 beds,5 beds,"2,232","19003 Cloyanna Ln, Humble, TX 77346"
"$375,000",4 beds,4 beds,"1,459","8734 Backcove Ct, Houston, TX 77064"
"$400,000",4 beds,4 beds,"1,900","4537 Redbud St, Houston, TX 77051"
"$499,000",3 beds,3 beds,"8,470","1308 W Webster St, Houston, TX 77019"
"$340,000",3 beds,3 beds,"1,782","12800 Briar Forest Dr #91, Houston, TX 77077"
"$388,000",4 beds,4 beds,"3,010","7806 Alfano St, Houston, TX 77037"
"$540,000",3 beds,3 beds,"4,483","2218 Lou Ellen Ln Unit D, Houston, TX 77018"
"$478,000",3 beds,3 beds,"3,079","3220 La Branch St, Houston, TX 77004"
"$205,000",2 beds,2 beds,"6,825","2300 Old Spanish Trl #1133, Houston, TX 77054"
"$340,000",3 beds,3 beds,"2,223","782 W Tidwell Rd Unit G, Houston, TX 77091"
"$290,000",2 beds,2 beds,"6,867","7134 Mapleridge St Unit 2E, Houston, TX 77081"
"$235,000",3 beds,3 beds,"2,839","12507 Roxdale Ridge Dr, Houston, TX 77044"
"$395,000",3 beds,3 beds,"5,250","16407 Jadestone Terrace Ln, Houston, TX 77044"
"$149,000",3 beds,3 beds,"2,686","6305 Westward St #103, Houston, TX 77081"
"$349,500",2 beds,2 beds,"2,000","3107 Royal Crescent Dr, Houston, TX 77339"
"$770,000",4 beds,4 beds,"1,784","1614 Norfolk St Unit C, Houston, TX 77006"
"$409,000",3 beds,3 beds,"4,800","2709 Church Wood Dr, Houston, TX 77082"
"$1,150,000",4 beds,4 beds,"2,187","1112 W Cottage St, Houston, TX 77009"
"$525,000",3 beds,3 beds,0.24,"2234 Lakeshore Edge Dr, Houston, TX 77080"
"$428,000",3 beds,3 beds,"2,318","6107 Dumfries Dr, Houston, TX 77096"
"$549,000",6 beds,6 beds,"1,635","2701 Arbor St, Houston, TX 77004"
"$245,000",3 beds,3 beds,"2,334","5417 Groveton St, Houston, TX 77033"
"$389,999",3 beds,3 beds,"2,200","16002 Allenwick Ln, Houston, TX 77084"
"$380,000",2 beds,2 beds,"1,019","1905 Idylwood Dr, Houston, TX 77023"
"$327,500",3 beds,3 beds,"1,591","17475 Farm Pasture Trl, Hockley, TX 77447"
"$429,000",5 beds,5 beds,"1,909","15802 Mission Estates Ct, Houston, TX 77083"
"$195,000",3 beds,3 beds,"1,379","8299 Cambridge St #1003, Houston, TX 77054"
"$255,000",4 beds,4 beds,"1,327","11402 Bent Way St, Cypress, TX 77429"
"$290,000",3 beds,3 beds,"5,750","8218 Pastel Dawn Trce, Houston, TX 77049"
"$275,000",4 beds,4 beds,"2,898","22226 Doubletree Park Dr, Houston, TX 77073"
"$335,000",3 beds,3 beds,"7,612","12817 Tokenhouse Ln, Houston, TX 77047"
"$339,000",4 beds,4 beds,"1,400","1003 Kemberton Dr, Houston, TX 77062"
"$1,585,000",4 beds,4 beds,"4,550","19 Southside Cir, Houston, TX 77025"
"$250,000",2 beds,2 beds,"3,677","2224 S Piney Point Rd #112, Houston, TX 77063"
"$375,000",3 beds,3 beds,"1,365","2919 Gillespie St, Houston, TX 77020"
"$929,000",4 beds,4 beds,"1,536","4120 E Northampton Pl, Houston, TX 77098"
"$225,000",4 beds,4 beds,"2,800","10029 Lasaber Ct, Houston, TX 77038"
"$410,000",3 beds,3 beds,"3,312","4222 Nichols St, Houston, TX 77020"
"$410,000",3 beds,3 beds,"3,666","4220 Nichols St, Houston, TX 77020"
"$76,000",2 beds,2 beds,"1,431","201 W Rosamond St #9, Houston, TX 77076"
"$489,900",3 beds,3 beds,"3,438","5227 Cornish St, Houston, TX 77007"
"$734,900",4 beds,4 beds,"2,209","705 Patterson St, Houston, TX 77007"
"$1,740,000",5 beds,5 beds,"2,835","15010 Hidden Valley Waters Dr, Cypress, TX 77429"
"$354,500",4 beds,4 beds,"2,209","16102 Chamomile Ct, Houston, TX 77083"
"$430,000",0 beds,0 beds,"2,907","8003 Knox St, Houston, TX 77088"
"$300,000",4 beds,4 beds,888,"10410 Stover St, Houston, TX 77075"
"$835,000",5 beds,5 beds,"2,352","1214 Almond Grove Dr, Houston, TX 77077"
"$35,000",— beds,— beds,"2,688","0 Ivy St, Houston, TX 77026"
"$49,900",— beds,— beds,"3,150","219 Spruce Lake Rd, Houston, TX 77336"
"$129,900",— beds,— beds,"2,500","0 Nogalus Dr, Houston, TX 77532"
"$7,200,000",— beds,— beds,"6,297","8828 Sandringham Dr, Houston, TX 77024"
"$130,000",— beds,— beds,0.54,"2286 Deer Cove Trl, Houston, TX 77339"
"$974,900",— beds,— beds,"2,727","8702 Burkhart Rd, Houston, TX 77055"
"$77,400",— beds,— beds,"6,509","0 Sunbeam St, Houston, TX 77033"
"$170,000",— beds,— beds,"1,800","219 Heaney Dr, Houston, TX 77076"
"$115,999",— beds,— beds,"7,510","0 S Victory Dr, Houston, TX 77088"
"$232,999",— beds,— beds,"2,254","0 S Victory Dr, Houston, TX 77088"
"$115,999",— beds,— beds,"8,680","0 S Victory Dr, Houston, TX 77088"
"$350,000",— beds,— beds,"4,412","3222 Jarvis St, Houston, TX 77063"
"$425,000",— beds,— beds,"9,638","2929 W Orem Dr, Houston, TX 77045"
"$275,000",— beds,— beds,"5,000","703 N Milby St, Houston, TX 77003"
"$750,000",— beds,— beds,"7,750","5201 Martin Luther King Blvd, Houston, TX 77021"
"$1,585,000",4 beds,4 beds,"4,550","19 Southside Cir, Houston, TX 77025"
"$250,000",2 beds,2 beds,"3,677","2224 S Piney Point Rd #112, Houston, TX 77063"
"$375,000",3 beds,3 beds,"1,365","2919 Gillespie St, Houston, TX 77020"
"$929,000",4 beds,4 beds,"1,536","4120 E Northampton Pl, Houston, TX 77098"
"$225,000",4 beds,4 beds,"2,800","10029 Lasaber Ct, Houston, TX 77038"
"$410,000",3 beds,3 beds,"3,312","4222 Nichols St, Houston, TX 77020"
"$410,000",3 beds,3 beds,"3,666","4220 Nichols St, Houston, TX 77020"
"$76,000",2 beds,2 beds,"1,431","201 W Rosamond St #9, Houston, TX 77076"
"$489,900",3 beds,3 beds,"3,438","5227 Cornish St, Houston, TX 77007"
"$734,900",4 beds,4 beds,"2,209","705 Patterson St, Houston, TX 77007"
"$1,740,000",5 beds,5 beds,"2,835","15010 Hidden Valley Waters Dr, Cypress, TX 77429"
"$354,500",4 beds,4 beds,"2,209","16102 Chamomile Ct, Houston, TX 77083"
"$430,000",0 beds,0 beds,"2,907","8003 Knox St, Houston, TX 77088"
"$300,000",4 beds,4 beds,888,"10410 Stover St, Houston, TX 77075"
"$835,000",5 beds,5 beds,"2,352","1214 Almond Grove Dr, Houston, TX 77077"
"$35,000",— beds,— beds,"2,688","0 Ivy St, Houston, TX 77026"
"$49,900",— beds,— beds,"3,150","219 Spruce Lake Rd, Houston, TX 77336"
"$129,900",— beds,— beds,"2,500","0 Nogalus Dr, Houston, TX 77532"
"$7,200,000",— beds,— beds,"6,297","8828 Sandringham Dr, Houston, TX 77024"
"$130,000",— beds,— beds,0.54,"2286 Deer Cove Trl, Houston, TX 77339"
"$974,900",— beds,— beds,"2,727","8702 Burkhart Rd, Houston, TX 77055"
"$77,400",— beds,— beds,"6,509","0 Sunbeam St, Houston, TX 77033"
"$170,000",— beds,— beds,"1,800","219 Heaney Dr, Houston, TX 77076"
"$115,999",— beds,— beds,"7,510","0 S Victory Dr, Houston, TX 77088"
"$232,999",— beds,— beds,"2,254","0 S Victory Dr, Houston, TX 77088"
"$115,999",— beds,— beds,"8,680","0 S Victory Dr, Houston, TX 77088"
"$350,000",— beds,— beds,"4,412","3222 Jarvis St, Houston, TX 77063"
"$425,000",— beds,— beds,"9,638","2929 W Orem Dr, Houston, TX 77045"
"$275,000",— beds,— beds,"5,000","703 N Milby St, Houston, TX 77003"
"$750,000",— beds,— beds,"7,750","5201 Martin Luther King Blvd, Houston, TX 77021"
"$1,585,000",4 beds,4 beds,"4,550","19 Southside Cir, Houston, TX 77025"
"$250,000",2 beds,2 beds,"3,677","2224 S Piney Point Rd #112, Houston, TX 77063"
"$375,000",3 beds,3 beds,"1,365","2919 Gillespie St, Houston, TX 77020"
"$929,000",4 beds,4 beds,"1,536","4120 E Northampton Pl, Houston, TX 77098"
"$225,000",4 beds,4 beds,"2,800","10029 Lasaber Ct, Houston, TX 77038"
"$410,000",3 beds,3 beds,"3,312","4222 Nichols St, Houston, TX 77020"
"$410,000",3 beds,3 beds,"3,666","4220 Nichols St, Houston, TX 77020"
"$76,000",2 beds,2 beds,"1,431","201 W Rosamond St #9, Houston, TX 77076"
"$489,900",3 beds,3 beds,"3,438","5227 Cornish St, Houston, TX 77007"
"$734,900",4 beds,4 beds,"2,209","705 Patterson St, Houston, TX 77007"
"$1,740,000",5 beds,5 beds,"2,835","15010 Hidden Valley Waters Dr, Cypress, TX 77429"
"$354,500",4 beds,4 beds,"2,209","16102 Chamomile Ct, Houston, TX 77083"
"$430,000",0 beds,0 beds,"2,907","8003 Knox St, Houston, TX 77088"
"$300,000",4 beds,4 beds,888,"10410 Stover St, Houston, TX 77075"
"$835,000",5 beds,5 beds,"2,352","1214 Almond Grove Dr, Houston, TX 77077"
"$35,000",— beds,— beds,"2,688","0 Ivy St, Houston, TX 77026"
"$49,900",— beds,— beds,"3,150","219 Spruce Lake Rd, Houston, TX 77336"
"$129,900",— beds,— beds,"2,500","0 Nogalus Dr, Houston, TX 77532"
"$7,200,000",— beds,— beds,"6,297","8828 Sandringham Dr, Houston, TX 77024"
"$130,000",— beds,— beds,0.54,"2286 Deer Cove Trl, Houston, TX 77339"
"$974,900",— beds,— beds,"2,727","8702 Burkhart Rd, Houston, TX 77055"
"$77,400",— beds,— beds,"6,509","0 Sunbeam St, Houston, TX 77033"
"$170,000",— beds,— beds,"1,800","219 Heaney Dr, Houston, TX 77076"
"$115,999",— beds,— beds,"7,510","0 S Victory Dr, Houston, TX 77088"
"$232,999",— beds,— beds,"2,254","0 S Victory Dr, Houston, TX 77088"
"$115,999",— beds,— beds,"8,680","0 S Victory Dr, Houston, TX 77088"
"$350,000",— beds,— beds,"4,412","3222 Jarvis St, Houston, TX 77063"
"$425,000",— beds,— beds,"9,638","2929 W Orem Dr, Houston, TX 77045"
"$275,000",— beds,— beds,"5,000","703 N Milby St, Houston, TX 77003"
"$750,000",— beds,— beds,"7,750","5201 Martin Luther King Blvd, Houston, TX 77021"
"$2,149,000",3 beds,3 beds,"1,990","2202 Kelton Ave, Los Angeles, CA 90064"
"$5,500,000",100 beds,100 beds,"6,753","654 E 24th St, Los Angeles, CA 90011"
"$1,150,000",4 beds,4 beds,"8,400","19832 Turtle Springs Way, Porter Ranch, CA 91326"
"$1,200,000",6 beds,6 beds,0.24,"6318 S Harvard Blvd, Los Angeles, CA 90047"
"$899,000",3 beds,3 beds,"2,446","6257 Lindley Ave, Tarzana, CA 91335"
"$10,995,000",5 beds,5 beds,"5,813","3802 Hollyline Ave, Sherman Oaks, CA 91423"
"$1,599,999",3 beds,3 beds,"3,854","855 N Beverly Glen Blvd, Los Angeles, CA 90077"
"$1,895,000",4 beds,4 beds,"5,443","4676 Laurelgrove Ave, Studio City, CA 91604"
"$789,000",3 beds,3 beds,"2,220","19120 Bessemer St, Tarzana, CA 91335"
"$1,675,000",4 beds,4 beds,"6,465","4334 Franklin Ave, Los Angeles, CA 90027"
"$1,250,000",2 beds,2 beds,"10,280","200 N Swall Dr #460, Beverly Hills, CA 90211"
"$2,695,000",4 beds,4 beds,1.79,"843 S Cochran Ave, Los Angeles, CA 90036"
"$600,000",0 beds,0 beds,"1,441","889 Francisco St #2505, Los Angeles, CA 90017"
"$575,000",2 beds,2 beds,"8,910","10521 Larwin Ave #6, Chatsworth, CA 91311"
"$3,499,000",16 beds,16 beds,"2,755","2525 Hauser Blvd, Los Angeles, CA 90016"
"$675,000",2 beds,2 beds,0.26,"5240 Premiere Hills Cir #211, Woodland Hills, CA 91364"
"$1,479,000",3 beds,3 beds,"1,458","1335 N Normandie Ave, Los Angeles, CA 90027"
"$719,000",2 beds,2 beds,"7,232","5305 Ben Ave #5, Valley Village, CA 91607"
"$595,000",3 beds,3 beds,"2,536","6840 Balboa Blvd #504, Lake Balboa, CA 91406"
"$1,799,800",6 beds,6 beds,"6,756","428 N Harvard Blvd, Los Angeles, CA 90004"
"$3,675,000",5 beds,5 beds,"1,469","606 N Citrus Ave, Los Angeles, CA 90036"
"$3,900,000",5 beds,5 beds,"2,402","16886 Charmel Ln, Pacific Palisades, CA 90272"
"$1,399,000",3 beds,3 beds,"8,324","5742 Le Sage Ave, Woodland Hills, CA 91367"
"$1,725,000",2 beds,2 beds,480,"411 N Oakhurst Dr #106, Beverly Hills, CA 90210"
"$1,149,000",3 beds,3 beds,"1,042","2200 Polyscope Pl, Los Angeles, CA 90026"
"$1,799,000",3 beds,3 beds,1.36,"9125 W 24th St, Los Angeles, CA 90034"
"$1,399,000",3 beds,3 beds,"7,674","13050 Mindanao Way #7, Marina Del Rey, CA 90292"
"$1,150,000",3 beds,3 beds,"7,020","1750 Orchard Ave, Los Angeles, CA 90006"
"$9,195,000",6 beds,6 beds,"1,387","1119 Monument St, Pacific Palisades, CA 90272"
"$1,799,000",2 beds,2 beds,"2,130","656 N West Knoll Dr #303, West Hollywood, CA 90069"
"$595,000",2 beds,2 beds,"5,738","4353 Colfax Ave #33, Studio City, CA 91604"
"$699,000",4 beds,4 beds,"1,129","1071 Dundas St, Los Angeles, CA 90063"
"$3,000,000",8 beds,8 beds,"6,506","432 N Norton Ave, Los Angeles, CA 90004"
"$1,295,000",4 beds,4 beds,"1,279","12628 Albers, Valley Village, CA 91607"
"$2,295,000",2 beds,2 beds,0.85,"300 N Swall Dr #308, Beverly Hills, CA 90211"
"$3,150,000",4 beds,4 beds,"3,303","4216 Terraza Dr, Los Angeles, CA 90008"
"$1,349,000",3 beds,3 beds,"5,972","5816 Lemp Ave, North Hollywood, CA 91601"
"$538,000",2 beds,2 beds,"4,082","2321 W 10th St #201, Los Angeles, CA 90006"
"$999,999",2 beds,2 beds,"6,407","11278 Ivy Pl, Los Angeles, CA 90064"
"$849,000",4 beds,4 beds,"4,097","2939 10th Ave, Los Angeles, CA 90018"
"$829,950",3 beds,3 beds,"1,790","9300 Huston Rd, Chatsworth, CA 91311"
"$3,895,000",5 beds,5 beds,"8,067","4519 Saint Clair Ave, Studio City, CA 91604"
"$999,000",2 beds,2 beds,"3,940","950 N Kings Rd #343, West Hollywood, CA 90069"
"$569,900",1 bed,1 bed,"5,000","1630 E 43rd St, Los Angeles, CA 90011"
"$5,450,000",4 beds,4 beds,"1,154","11945 Lockridge Rd, Studio City, CA 91604"
"$1,200,000",3 beds,3 beds,616,"10335 Valley Glow Dr, Sunland, CA 91040"
"$1,200,000",4 beds,4 beds,"2,261","6903 Ethel Ave, North Hollywood, CA 91605"
"$587,000",5 beds,5 beds,"5,231","8728 Beach St, Los Angeles, CA 90002"
"$485,000",1 bed,1 bed,0.52,"746 S Los Angeles St #704, Los Angeles, CA 90014"
"$1,375,000",2 beds,2 beds,"1,604","4460 Wilshire Blvd #308, Los Angeles, CA 90010"
"$1,799,000",3 beds,3 beds,0.51,"6526 W 84th St, Los Angeles, CA 90045"
"$799,900",3 beds,3 beds,"1,953","16739 Archwood St, Van Nuys, CA 91406"
"$1,799,999",3 beds,3 beds,"6,899","23021 Bretton Pl, Woodland Hills, CA 91364"
"$1,390,000",7 beds,7 beds,"1,213","733 Hoefner Ave, Los Angeles, CA 90022"
"$949,000",4 beds,4 beds,"3,510","12111 Via Santa Barbara, Sylmar, CA 91342"
"$699,000",4 beds,4 beds,"1,011","1510 W 53rd St, Los Angeles, CA 90062"
"$1,500,000",8 beds,8 beds,"2,001","2314 Crenshaw Blvd #4, Los Angeles, CA 90016"
"$3,450,000",5 beds,5 beds,"1,942","13120 Morrison St, Sherman Oaks, CA 91423"
"$1,980,000",3 beds,3 beds,"6,080","4321 Glenalbyn Dr, Los Angeles, CA 90065"
"$565,000",1 bed,1 bed,"1,500","4520 Natick Ave #310, Sherman Oaks, CA 91403"
"$1,500,000",7 beds,7 beds,"6,767","9600 Amboy Ave, Los Angeles, CA 91331"
"$4,596,486",6 beds,6 beds,"2,200","15120 Sutton St, Sherman Oaks, CA 91403"
"$989,000",2 beds,2 beds,"9,307","1630 Greenfield Ave #104, Los Angeles, CA 90025"
"$835,000",3 beds,3 beds,"3,134","20728 Keswick St, Winnetka, CA 91306"
"$4,635,150",5 beds,5 beds,"6,770","7029 Trolleyway, Playa Del Rey, CA 90293"
"$2,199,000",10 beds,10 beds,"2,276","259 N Burlington Ave, Los Angeles, CA 90026"
"$750,000",3 beds,3 beds,28.69,"8800 Willis Ave #12, Panorama City, CA 91402"
"$1,099,000",3 beds,3 beds,"1,696","1246 Armacost Ave #306, Los Angeles, CA 90025"
"$1,699,000",4 beds,4 beds,"5,673","3133 Midvale Ave, Los Angeles, CA 90034"
"$15,500,000",38 beds,38 beds,"5,184","3518 Chesapeake Ave, Los Angeles, CA 90016"
"$3,795,000",22 beds,22 beds,"7,959","12807 Barbara Ann St, Valley Glen, CA 91605"
"$1,495,000",3 beds,3 beds,"3,604","5155 W Redondo Ct, Los Angeles, CA 90019"
"$1,849,000",4 beds,4 beds,"6,750","6500 Drexel Ave, Los Angeles, CA 90048"
"$8,495,000",4 beds,4 beds,"2,820","224 Glenroy Pl, Los Angeles, CA 90049"
"$1,795,000",3 beds,3 beds,"7,705","8155 Willow Glen Rd, Los Angeles, CA 90046"
"$3,690,000",18 beds,18 beds,910,"639 N Alexandria Ave, Los Angeles, CA 90004"
"$1,200,000",8 beds,8 beds,"2,850","667 W 11th St #669671, San Pedro, CA 90731"
"$670,000",2 beds,2 beds,"8,134","327 E 76th St, Los Angeles, CA 90003"
"$600,000",0 beds,0 beds,"5,414","889 Francisco St #2507, Los Angeles, CA 90017"
"$3,199,000",15 beds,15 beds,0.41,"2937 West Blvd, Los Angeles, CA 90016"
"$1,550,000",4 beds,4 beds,"2,818","833 N Vendome St, Los Angeles, CA 90026"
"$2,495,000",4 beds,4 beds,"5,434","1716 Nichols Canyon Rd, Los Angeles, CA 90046"
"$599,000",2 beds,2 beds,"2,355","4015 Fairmount St, Los Angeles, CA 90063"
"$515,000",2 beds,2 beds,"6,200","7422 Hazeltine Ave #12, Van Nuys, CA 91405"
"$1,795,000",3 beds,3 beds,830,"14272 Valley Vista Blvd, Sherman Oaks, CA 91423"
"$1,100,000",6 beds,6 beds,"5,765","1612 Arlington Ave, Los Angeles, CA 90019"
"$399,000",3 beds,3 beds,"1,114","7841 Wentworth St, Sunland, CA 91040"
"$1,399,000",3 beds,3 beds,"2,151","10433 Wilshire Blvd #409, Los Angeles, CA 90024"
"$2,050,000",4 beds,4 beds,0.41,"464 N Crescent Heights Blvd, Los Angeles, CA 90048"
"$1,680,000",9 beds,9 beds,"2,141","136 W 48th St, Los Angeles, CA 90037"
"$6,570,000",7 beds,7 beds,"8,540","658 Santa Clara Ave, Venice, CA 90291"
"$1,999,000",10 beds,10 beds,967,"139 N Catalina St, Los Angeles, CA 90004"
"$1,499,000",3 beds,3 beds,"6,883","5759 Aladdin St, Los Angeles, CA 90008"
"$1,300,000",5 beds,5 beds,"1,824","1030 W 15th St, San Pedro, CA 90731"
"$2,199,000",6 beds,6 beds,"1,877","1206 S La Jolla Ave, Los Angeles, CA 90035"
"$1,200,000",8 beds,8 beds,"8,488","4307 Clinton St, Los Angeles, CA 90004"
"$850,000",2 beds,2 beds,"4,150","4137 W 61st St, Los Angeles, CA 90043"
"$1,795,000",4 beds,4 beds,"4,752","11561 Dona Cecilia Dr, Studio City, CA 91604"
"$949,000",4 beds,4 beds,"5,200","11775 N Fenton Ave #2, Lakeview Terrace, CA 91342"
"$2,289,000",5 beds,5 beds,"4,910","5336 S Chariton Ave, Ladera Heights, CA 90056"
"$2,249,000",2 beds,2 beds,"6,647","14733 Valley Vista Blvd, Sherman Oaks, CA 91403"
"$1,100,000",4 beds,4 beds,"8,862","2312 West Blvd, Los Angeles, CA 90016"
"$1,250,000",4 beds,4 beds,"2,079","11222 Sylvan St, North Hollywood, CA 91606"
"$1,100,000",3 beds,3 beds,0.29,"4250 6th Ave, Los Angeles, CA 90008"
"$1,449,000",4 beds,4 beds,"2,692","6211 Beard St, Los Angeles, CA 90042"
"$2,150,000",5 beds,5 beds,"6,076","5514 Sylvia Ave, Tarzana, CA 91356"
"$1,088,888",11 beds,11 beds,"4,536","1324 S Westlake Ave S, Los Angeles, CA 90006"
"$5,995,000",4 beds,4 beds,"7,301","407 Upper Mesa Rd, Santa Monica, CA 90402"
"$899,900",3 beds,3 beds,"4,044","16738 LUDLOW, Granada Hills, CA 91344"
"$589,000",2 beds,2 beds,"4,078","15218 Dickens St #7, Sherman Oaks, CA 91403"
"$1,595,000",2 beds,2 beds,"1,363","517 Venice Way, Venice, CA 90291"
"$449,000",3 beds,3 beds,"6,602","10636 Woodley Ave #8, Granada Hills, CA 91344"
"$3,500,000",2 beds,2 beds,"2,322","9000 W 3rd St #308, Los Angeles, CA 90048"
